name,years_experience,skills,education,graduation_year,graduation_percentage,tenth_percentage,twelfth_percentage,tenth_school,twelfth_school,tenth_passing_out_year,twelfth_passing_out_year,Criteria_Label
Varun,14,"HTML, GraphQL, RESTful API, Express.js, React, GitLab, Git, Bootstrap",B.Tech in Computer Science at BITS Pilani,2006,84.78,84.89,90.66,blue School,coach Higher Secondary School,2004,2005,1
Varun,7,"jQuery, SASS, Express.js, LESS, RESTful API, HTML, Node.js, GitLab",M.Tech in Computer Science at IIT Kharagpur,2004,73.08,65.99,81.77,business School,record Higher Secondary School,2002,2002,0
Neha,14,"Django, RESTful API, React, Bootstrap, GitLab, GraphQL, Responsive Web Design, Flask",M.Tech in Computer Science at IIM Ahmedabad,2017,90.41,92.2,77.92,imagine School,state Higher Secondary School,2012,2016,1
Mira,3,"GitLab, GraphQL, Angular, Git, HTML, RESTful API, SASS, Express.js",BCA in Computer Science at IIT Kharagpur,2007,87.55,74.32,68.81,laugh School,enjoy Higher Secondary School,2005,2006,0
Ishika,7,"Angular, GitHub, JavaScript, RESTful API, Bootstrap, Git, Express.js, HTML",M.E in Computer Science at IIM Calcutta,2007,76.33,68.65,93.79,full School,law Higher Secondary School,2003,2003,0
Kiran,15,"GitLab, Express.js, JavaScript, GitHub, RESTful API, React, Webpack, Vue.js",M.E in Computer Science at IIM Bangalore,2014,90.21,62.37,69.69,keep School,likely Higher Secondary School,2011,2013,0
Sanya,2,"JavaScript, SASS, Git, Express.js, RESTful API, Flask, LESS, React",MCA in Computer Science at Anna University,2020,64.5,71.7,64.92,camera School,child Higher Secondary School,2018,2016,0
Rahul,0,"CSS, SASS, JavaScript, GitLab, HTML, RESTful API, Django, Git",B.Tech in Computer Science at IIT Roorkee,2010,91.01,62.59,93.56,place School,activity Higher Secondary School,2008,2009,0
Aryan,6,"GraphQL, Webpack, React, LESS, Vue.js, HTML, CSS, GitHub",BCA in Computer Science at Delhi University,2022,90.38,66.07,70.6,black School,catch Higher Secondary School,2017,2020,0
Neha,1,"HTML, Responsive Web Design, Flask, GitLab, GitHub, SASS, Django, GraphQL",M.Tech in Computer Science at IIT Bombay,2020,86.07,66.13,71.35,me School,room Higher Secondary School,2015,2018,0
Anaya,5,"Flask, React, Django, LESS, GitHub, CSS, GitLab, HTML",M.Tech in Computer Science at IIT Kanpur,2019,80.57,69.38,76.15,home School,edge Higher Secondary School,2014,2018,0
Rohan,5,"JavaScript, Git, GitLab, HTML, Bootstrap, LESS, GraphQL, Vue.js",B.Tech in Computer Science at IIFT Delhi,2018,67.68,72.51,66.49,air School,candidate Higher Secondary School,2013,2016,0
Ravi,15,"CSS, RESTful API, Git, Bootstrap, Angular, SASS, Express.js, JavaScript",B.E in Computer Science at IIT Delhi,2005,62.28,81.52,76.39,movie School,black Higher Secondary School,2001,2004,0
Aarav,10,"Vue.js, Flask, HTML, Bootstrap, LESS, CSS, jQuery, GitLab",M.E in Computer Science at NIT Warangal,2000,73.9,91.67,92.47,charge School,such Higher Secondary School,1998,1999,1
Aryan,0,"LESS, React, RESTful API, Flask, GitHub, HTML, Bootstrap, JavaScript",B.Tech in Computer Science at NIT Warangal,2010,81.74,86.28,71.18,reason School,current Higher Secondary School,2005,2006,0
Aarav,15,"GraphQL, Django, GitLab, LESS, GitHub, HTML, Bootstrap, Vue.js",M.E in Computer Science at IIFT Delhi,2008,92.86,72.95,68.62,from School,establish Higher Secondary School,2003,2005,0
Neha,6,"Node.js, Bootstrap, RESTful API, Vue.js, SASS, Django, Angular, HTML",M.E in Computer Science at Delhi University,2009,74.49,91.41,64.53,for School,account Higher Secondary School,2006,2006,0
Ishika,5,"Bootstrap, Responsive Web Design, Flask, Vue.js, LESS, SASS, Webpack, Express.js",BCA in Computer Science at IISc Bangalore,2007,91.06,88.51,85.77,operation School,local Higher Secondary School,2003,2005,1
Aisha,10,"Webpack, Git, React, Bootstrap, HTML, jQuery, Responsive Web Design, GraphQL",M.Tech in Computer Science at IIT Madras,2021,83.44,67.09,85.86,situation School,not Higher Secondary School,2018,2020,0
Aditi,11,"Responsive Web Design, Vue.js, Angular, Node.js, GraphQL, Flask, LESS, Bootstrap",B.E in Computer Science at Delhi University,2010,93.95,72.58,83.33,blue School,late Higher Secondary School,2007,2009,1
Aryan,11,"Flask, Angular, GitHub, Vue.js, JavaScript, CSS, React, Express.js",MCA in Computer Science at IIT Kharagpur,2016,67.27,69.55,72.24,everybody School,house Higher Secondary School,2014,2015,0
Pranav,6,"Django, SASS, GraphQL, Express.js, React, Angular, Webpack, JavaScript",B.E in Computer Science at Anna University,2020,66.14,71.45,93.73,site School,nature Higher Secondary School,2018,2017,0
Aryan,10,"GitHub, LESS, Git, HTML, Vue.js, React, CSS, jQuery",MCA in Computer Science at IIT Delhi,2009,71.27,67.69,65.73,question School,line Higher Secondary School,2004,2005,0
Ishita,7,"jQuery, CSS, GitHub, RESTful API, Flask, Git, Bootstrap, React",BCA in Computer Science at Anna University,2010,80.76,89.46,90.38,woman School,course Higher Secondary School,2007,2008,1
Rohan,0,"Django, React, Webpack, Bootstrap, JavaScript, HTML, RESTful API, GitLab",M.Tech in Computer Science at IIT Madras,2009,75.23,64.04,63.41,director School,top Higher Secondary School,2005,2007,0
Aarav,10,"jQuery, GitLab, Node.js, Vue.js, CSS, GitHub, Responsive Web Design, Flask",MCA in Computer Science at IIM Ahmedabad,2004,72.39,63.51,84.29,future School,they Higher Secondary School,2000,2003,0
Yash,4,"GitLab, Django, jQuery, JavaScript, GitHub, Webpack, Angular, Git",B.Tech in Computer Science at IIT Delhi,2016,86.41,82.55,88.3,democratic School,network Higher Secondary School,2014,2014,0
Aarav,4,"Express.js, GitHub, GraphQL, Node.js, GitLab, RESTful API, Bootstrap, Webpack",B.Tech in Computer Science at IIM Ahmedabad,2018,60.86,73.38,91.32,explain School,son Higher Secondary School,2015,2016,0
Kiran,8,"GitHub, SASS, Express.js, Responsive Web Design, Node.js, GitLab, HTML, Bootstrap",B.E in Computer Science at IIT Kharagpur,2017,93.16,80.88,78.25,section School,while Higher Secondary School,2015,2014,1
Aarav,1,"HTML, Bootstrap, LESS, GitLab, Vue.js, CSS, SASS, React",B.E in Computer Science at IIT Roorkee,2007,68.74,63.28,62.54,member School,should Higher Secondary School,2004,2003,0
Ishita,8,"Flask, jQuery, Webpack, Vue.js, Node.js, JavaScript, Git, Responsive Web Design",MCA in Computer Science at IISc Bangalore,2013,66.13,66.19,75.79,level School,current Higher Secondary School,2008,2009,0
Varun,2,"HTML, Responsive Web Design, Bootstrap, Angular, GitLab, JavaScript, GraphQL, jQuery",BCA in Computer Science at IISc Bangalore,2008,86.21,60.64,69.17,type School,usually Higher Secondary School,2004,2006,0
Mira,4,"GitLab, jQuery, Responsive Web Design, HTML, CSS, Git, Webpack, GitHub",B.E in Computer Science at IIM Ahmedabad,2003,70.28,72.84,61.28,find School,PM Higher Secondary School,1999,2002,0
Pranav,1,"Vue.js, Responsive Web Design, LESS, Webpack, SASS, RESTful API, React, Git",B.Tech in Computer Science at IISc Bangalore,2003,70.61,81.97,87.92,old School,light Higher Secondary School,2001,2000,0
Mira,13,"Responsive Web Design, HTML, GraphQL, Node.js, jQuery, JavaScript, Git, Angular",MCA in Computer Science at IIT Delhi,2004,76.38,71.46,85.65,mouth School,that Higher Secondary School,1999,2003,1
Aditi,3,"Node.js, SASS, JavaScript, Flask, GitHub, RESTful API, jQuery, HTML",M.Tech in Computer Science at NIT Warangal,2021,69.53,74.38,85.21,drive School,somebody Higher Secondary School,2018,2019,0
Arjun,9,"HTML, Express.js, Django, jQuery, LESS, CSS, Node.js, RESTful API",B.Tech in Computer Science at BITS Pilani,2022,83.65,86.5,91.97,begin School,glass Higher Secondary School,2019,2021,1
Aditi,6,"Vue.js, Bootstrap, GitHub, HTML, JavaScript, Git, Flask, Node.js",MCA in Computer Science at IIT Delhi,2008,91.85,92.75,90.14,bring School,line Higher Secondary School,2003,2005,1
Aditi,0,"HTML, SASS, React, GitLab, RESTful API, Git, JavaScript, Node.js",B.Tech in Computer Science at IIT Delhi,2002,69.38,90.07,92.15,between School,sound Higher Secondary School,1999,2001,0
Rahul,0,"SASS, Responsive Web Design, Flask, React, RESTful API, GitHub, GraphQL, Webpack",B.E in Computer Science at IIM Calcutta,2008,66.74,60.06,84.64,herself School,space Higher Secondary School,2006,2004,0
Vikram,2,"HTML, LESS, Responsive Web Design, Express.js, SASS, React, Node.js, RESTful API",B.Tech in Computer Science at IIM Lucknow,2002,89.45,93.53,83.36,machine School,manager Higher Secondary School,1997,1999,0
Sanya,2,"Node.js, Responsive Web Design, Express.js, Angular, GitHub, SASS, jQuery, CSS",M.E in Computer Science at IIT Bombay,2001,77.15,85.61,79.94,though School,foot Higher Secondary School,1996,2000,0
Ishita,2,"GitLab, Vue.js, LESS, Django, HTML, Angular, Node.js, SASS",B.E in Computer Science at IIM Lucknow,2004,84.91,63.16,94.01,risk School,skin Higher Secondary School,2002,2001,0
Yash,0,"Flask, Bootstrap, CSS, Node.js, Vue.js, Git, RESTful API, SASS",MCA in Computer Science at Anna University,2002,66.09,78.69,78.64,sea School,half Higher Secondary School,1997,2000,0
Yash,14,"RESTful API, Node.js, React, jQuery, Git, SASS, JavaScript, Responsive Web Design",M.Tech in Computer Science at IIM Calcutta,2004,60.26,61.91,64.28,agree School,physical Higher Secondary School,2002,2000,0
Ishika,4,"Vue.js, Git, GitLab, GitHub, Angular, JavaScript, React, LESS",M.E in Computer Science at NIT Warangal,2001,83.39,82.92,70.77,person School,grow Higher Secondary School,1997,1998,0
Sanya,14,"Node.js, Express.js, Webpack, HTML, LESS, JavaScript, Django, GitLab",M.Tech in Computer Science at IIFT Delhi,2011,88.77,90.07,94.9,black School,often Higher Secondary School,2006,2010,1
Pranav,11,"Vue.js, jQuery, Webpack, HTML, GitLab, LESS, CSS, SASS",B.Tech in Computer Science at IIFT Delhi,2001,70.5,82.8,65.52,because School,professor Higher Secondary School,1998,1999,0
Neha,13,"Responsive Web Design, Node.js, GitHub, RESTful API, Express.js, React, JavaScript, jQuery",B.E in Computer Science at IIT Kanpur,2006,60.29,66.95,82.99,lay School,must Higher Secondary School,2001,2005,0
Rohan,0,"SASS, Angular, Django, GitHub, React, Node.js, Webpack, jQuery",B.Tech in Computer Science at IIT Kanpur,2000,94.12,73.31,63.99,there School,particularly Higher Secondary School,1998,1999,0
Aryan,13,"Responsive Web Design, GitLab, Bootstrap, HTML, JavaScript, Node.js, jQuery, SASS",M.E in Computer Science at IIT Madras,2011,75.85,72.82,65.99,anything School,site Higher Secondary School,2007,2008,0
Aryan,14,"Bootstrap, React, LESS, Express.js, Angular, JavaScript, Webpack, SASS",MCA in Computer Science at Anna University,2006,81.75,76.22,92.53,within School,discussion Higher Secondary School,2003,2004,1
Vikram,6,"Django, HTML, Vue.js, GitLab, Express.js, LESS, Git, Webpack",M.Tech in Computer Science at IIT Bombay,2022,70.5,94.86,72.29,financial School,fast Higher Secondary School,2020,2019,1
Anaya,12,"Vue.js, Bootstrap, GitLab, Node.js, SASS, GitHub, Flask, Responsive Web Design",MCA in Computer Science at IIT Kharagpur,2005,94.97,84.92,70.44,case School,they Higher Secondary School,2003,2001,1
Varun,10,"Bootstrap, Express.js, Flask, GitLab, CSS, Vue.js, Django, Git",BCA in Computer Science at BITS Pilani,2007,82.11,82.88,76.35,region School,message Higher Secondary School,2005,2006,1
Anaya,10,"SASS, jQuery, JavaScript, Flask, CSS, GitLab, Git, Django",M.Tech in Computer Science at BITS Pilani,2009,94.66,61.1,82.08,budget School,off Higher Secondary School,2004,2005,0
Diya,10,"RESTful API, Responsive Web Design, Node.js, Django, GitLab, Angular, React, SASS",MCA in Computer Science at BITS Pilani,2017,73.99,77.26,90.44,type School,energy Higher Secondary School,2013,2015,1
Rahul,15,"Responsive Web Design, JavaScript, jQuery, CSS, LESS, RESTful API, Django, React",B.Tech in Computer Science at NIT Trichy,2013,60.84,66.23,75.97,law School,sort Higher Secondary School,2010,2009,0
Neha,14,"Responsive Web Design, CSS, jQuery, React, Node.js, Webpack, Vue.js, GraphQL",MCA in Computer Science at IIT Madras,2003,79.23,91.61,76.17,expect School,traditional Higher Secondary School,2001,2000,1
Ishita,14,"GitHub, Vue.js, Bootstrap, Responsive Web Design, Django, React, GraphQL, Node.js",B.E in Computer Science at IIFT Delhi,2002,60.41,88.04,90.12,and School,mind Higher Secondary School,2000,2000,0
Mira,0,"RESTful API, GitHub, Node.js, jQuery, HTML, SASS, Flask, Webpack",M.E in Computer Science at Delhi University,2012,85.45,74.37,80.19,entire School,various Higher Secondary School,2008,2010,0
Ravi,7,"LESS, Flask, Bootstrap, jQuery, Angular, RESTful API, GitHub, Django",M.Tech in Computer Science at NIT Warangal,2019,66.88,75.3,64.76,performance School,should Higher Secondary School,2017,2015,0
Mira,7,"HTML, Webpack, Responsive Web Design, Git, GitLab, JavaScript, Angular, Node.js",MCA in Computer Science at IIT Roorkee,2018,93.63,87.43,88.79,door School,financial Higher Secondary School,2014,2015,1
Anaya,7,"Angular, GitHub, Webpack, Git, LESS, GraphQL, CSS, Bootstrap",M.E in Computer Science at IIM Bangalore,2016,62.77,61.4,83.9,add School,whatever Higher Secondary School,2011,2014,0
Aditi,11,"Flask, CSS, Django, React, jQuery, Responsive Web Design, Bootstrap, Git",M.E in Computer Science at IIT Madras,2004,82.58,83.25,78.69,during School,city Higher Secondary School,2002,2002,1
Sanya,2,"Bootstrap, Git, CSS, Node.js, Responsive Web Design, Vue.js, jQuery, RESTful API",M.E in Computer Science at IIM Lucknow,2001,83.6,83.87,84.44,with School,trouble Higher Secondary School,1997,1997,0
Pranav,12,"Webpack, jQuery, Vue.js, GitHub, Git, Angular, Express.js, HTML",BCA in Computer Science at IIFT Delhi,2015,93.16,61.65,94.14,occur School,effect Higher Secondary School,2010,2014,0
Neha,9,"Responsive Web Design, Webpack, Angular, React, GraphQL, LESS, GitLab, CSS",M.E in Computer Science at Anna University,2018,84.51,60.62,87.77,carry School,same Higher Secondary School,2016,2014,0
Sanya,8,"jQuery, Angular, LESS, Bootstrap, Git, CSS, GitLab, React",B.E in Computer Science at IIT Madras,2012,83.9,87.39,83.41,fund School,compare Higher Secondary School,2007,2008,1
Kiran,4,"Node.js, React, GraphQL, CSS, jQuery, GitLab, RESTful API, GitHub",M.E in Computer Science at IIM Lucknow,2004,63.36,84.37,82.18,even School,across Higher Secondary School,2002,2003,0
Aarav,6,"Angular, Flask, RESTful API, Node.js, Webpack, Vue.js, JavaScript, SASS",MCA in Computer Science at IIT Kanpur,2005,79.67,72.58,78.57,police School,huge Higher Secondary School,2001,2003,1
Yash,3,"Git, HTML, GitHub, LESS, React, Bootstrap, Express.js, Django",BCA in Computer Science at IIM Ahmedabad,2004,78.89,68.02,76.86,happen School,state Higher Secondary School,2001,2000,0
Pranav,0,"Django, GraphQL, SASS, React, Webpack, Responsive Web Design, Vue.js, JavaScript",BCA in Computer Science at IIM Ahmedabad,2009,67.83,94.28,72.14,trade School,drug Higher Secondary School,2007,2005,0
Aisha,4,"Flask, Git, JavaScript, GitHub, Webpack, RESTful API, Express.js, SASS",M.E in Computer Science at Delhi University,2002,76.21,73.44,86.01,discover School,see Higher Secondary School,2000,1999,0
Anaya,11,"GitLab, GraphQL, Node.js, Angular, LESS, SASS, CSS, Bootstrap",B.Tech in Computer Science at NIT Trichy,2008,61.97,73.22,90.74,crime School,knowledge Higher Secondary School,2003,2006,0
Pranav,2,"Express.js, Webpack, Node.js, CSS, Responsive Web Design, LESS, GitHub, Git",B.Tech in Computer Science at IIFT Delhi,2003,91.78,89.81,91.25,can School,report Higher Secondary School,2000,2000,0
Aditi,5,"CSS, Django, jQuery, LESS, Angular, React, GraphQL, SASS",MCA in Computer Science at IIT Kharagpur,2019,91.47,80.13,88.39,begin School,commercial Higher Secondary School,2014,2015,1
Rohan,11,"GraphQL, GitHub, jQuery, GitLab, Node.js, React, Django, Angular",M.E in Computer Science at IIT Kharagpur,2007,80.08,76.66,67.92,cell School,let Higher Secondary School,2003,2003,0
Vikram,1,"CSS, Git, JavaScript, HTML, GitLab, RESTful API, React, GitHub",B.E in Computer Science at IIT Kanpur,2007,66.24,75.15,61.38,question School,smile Higher Secondary School,2003,2004,0
Vikram,11,"Responsive Web Design, HTML, GitHub, Node.js, Bootstrap, LESS, Flask, JavaScript",M.Tech in Computer Science at IIT Delhi,2017,75.22,68.58,90.7,much School,realize Higher Secondary School,2015,2013,0
Neha,6,"React, JavaScript, RESTful API, SASS, jQuery, GitHub, Vue.js, Django",M.Tech in Computer Science at IIM Bangalore,2016,82.18,77.01,69.6,race School,use Higher Secondary School,2013,2012,0
Ishita,12,"HTML, JavaScript, Vue.js, LESS, Git, Bootstrap, Angular, Node.js",B.E in Computer Science at Jawaharlal Nehru University,2011,62.42,62.73,87.65,source School,happy Higher Secondary School,2006,2008,0
Vikram,11,"Angular, GitHub, Express.js, Node.js, GitLab, Django, Git, Responsive Web Design",MCA in Computer Science at Delhi University,2015,71.53,72.18,89.84,support School,establish Higher Secondary School,2013,2011,1
Yash,0,"jQuery, SASS, LESS, GitLab, Django, Angular, React, Vue.js",BCA in Computer Science at Delhi University,2011,89.64,92.62,65.76,same School,our Higher Secondary School,2008,2010,0
Kiran,9,"Django, Bootstrap, RESTful API, Responsive Web Design, Flask, CSS, JavaScript, Git",B.E in Computer Science at Anna University,2009,87.93,69.37,61.58,bank School,here Higher Secondary School,2006,2005,0
Diya,2,"GitLab, Angular, React, SASS, Git, Webpack, RESTful API, LESS",M.Tech in Computer Science at IIM Calcutta,2015,85.87,66.13,92.37,one School,play Higher Secondary School,2011,2011,0
Anaya,3,"Git, Bootstrap, Flask, LESS, GitHub, jQuery, Node.js, Responsive Web Design",M.Tech in Computer Science at NIT Trichy,2019,67.67,78.69,76.8,can School,peace Higher Secondary School,2016,2018,0
Mira,5,"Node.js, Vue.js, GitLab, HTML, GitHub, Angular, Django, React",M.Tech in Computer Science at IISc Bangalore,2011,72.6,93.25,90.27,reality School,common Higher Secondary School,2006,2008,1
Yash,10,"Express.js, JavaScript, Webpack, React, Git, Django, Responsive Web Design, jQuery",MCA in Computer Science at NIT Trichy,2009,69.25,81.7,68.78,worry School,hope Higher Secondary School,2007,2007,0
Mira,7,"Git, React, Bootstrap, GitHub, Responsive Web Design, HTML, CSS, Express.js",MCA in Computer Science at IIT Roorkee,2016,73.46,82.01,83.39,explain School,admit Higher Secondary School,2013,2013,1
