name,years_experience,skills,education,graduation_year,graduation_percentage,tenth_percentage,twelfth_percentage,tenth_school,twelfth_school,tenth_passing_out_year,twelfth_passing_out_year,extracurricular_activities,companies_worked,interpersonal_skills,Criteria_Label
Aisha,15,"Project Management, User Acceptance Testing (UAT), Tableau, SWOT Analysis, Gap Analysis, Financial Modeling, Risk Analysis, Market Research",BBA in Business Administration at BITS Pilani,2005,71.6,66.1,61.58,generation School,specific Higher Secondary School,2003,2003,"Language Club, Art Club","PwC, Microsoft, TCS","Problem-solving, Active Listening",0
Ishita,12,"Use Case Analysis, Microsoft Excel, Power BI, SWOT Analysis, Financial Modeling, Data Analysis, Market Research, Gap Analysis",BBA in Business Administration at IIT Bombay,2013,93.81,78.79,89.81,parent School,try Higher Secondary School,2009,2011,"Debate Club, Science Club, Music Club","BCG, Infosys","Decision Making, Leadership, Conflict Resolution, Negotiation, Creativity",1
Rahul,12,"Tableau, Business Intelligence, Data Visualization, Stakeholder Management, Power BI, Microsoft Excel, Process Improvement, Use Case Analysis",B.Com in Business Administration at NIT Trichy,2003,78.63,67.9,91.58,pattern School,partner Higher Secondary School,1999,2001,"Chess Club, Art Club, Debate Club","Google, Accenture","Problem-solving, Time Management, Communication",0
Yash,5,"SQL, Microsoft Excel, Data Analysis, SWOT Analysis, Process Improvement, Data Visualization, Stakeholder Management, Risk Analysis",B.Com in Business Administration at IIT Kanpur,2014,63.03,74.55,93.92,human School,for Higher Secondary School,2012,2013,"Chess Club, Student Government, Sports, Coding Club",Accenture,"Creativity, Teamwork, Problem-solving",0
Kiran,9,"Gap Analysis, Business Intelligence, SWOT Analysis, Power BI, User Acceptance Testing (UAT), Agile Methodology, Tableau, Use Case Analysis",MBA in Business Administration at IIM Bangalore,2010,71.17,63.44,74.23,hand School,whom Higher Secondary School,2007,2008,,"Facebook, Microsoft","Communication, Negotiation, Problem-solving",0
Rohan,7,"Data Analysis, SWOT Analysis, Agile Methodology, SQL, Market Research, Microsoft Excel, Stakeholder Management, Financial Modeling",PGDM in Business Administration at NIT Warangal,2010,63.18,67.15,74.74,everything School,decide Higher Secondary School,2005,2006,"Sports, Language Club, Volunteering, Chess Club",Facebook,"Conflict Resolution, Problem-solving, Persuasion",0
Diya,11,"Gap Analysis, Data Analysis, Business Intelligence, SQL, Financial Modeling, Market Research, Use Case Analysis, SWOT Analysis",BBA in Business Administration at IIT Kharagpur,2001,76.39,88.4,91.9,democratic School,number Higher Secondary School,1997,1998,"Chess Club, Art Club","KPMG, Goldman Sachs, Infosys","Adaptability, Leadership, Teamwork, Time Management",1
Aryan,9,"Use Case Analysis, Requirements Gathering, Gap Analysis, Data Analysis, Tableau, Financial Modeling, Market Research, SWOT Analysis",MBA in Business Administration at IIM Lucknow,2022,78.62,73.71,60.4,material School,yeah Higher Secondary School,2019,2018,"Sports, Science Club, Chess Club",McKinsey & Company,"Leadership, Time Management, Decision Making, Creativity",0
Aditi,4,"Requirements Gathering, User Acceptance Testing (UAT), Power BI, Data Analysis, Business Intelligence, Data Visualization, Process Improvement, Tableau",PGDM in Business Administration at IIM Lucknow,2005,90.3,73.01,84.56,top School,just Higher Secondary School,2001,2003,"Art Club, Student Government","PwC, Infosys","Conflict Resolution, Negotiation, Active Listening, Communication, Adaptability",0
Sanya,11,"Financial Modeling, User Acceptance Testing (UAT), Use Case Analysis, Tableau, Market Research, Risk Analysis, Data Analysis, Project Management",PGDM in Business Administration at Jawaharlal Nehru University,2019,89.25,94.19,76.73,land School,radio Higher Secondary School,2014,2015,Robotics Club,"Oracle, Accenture, Ernst & Young","Adaptability, Decision Making, Active Listening",1
Diya,7,"SQL, Power BI, User Acceptance Testing (UAT), Business Intelligence, Data Analysis, Gap Analysis, Use Case Analysis, Tableau",BBA in Business Administration at IIM Lucknow,2004,70.5,85.17,74.04,economy School,improve Higher Secondary School,1999,2003,"Robotics Club, Science Club","Infosys, Apple","Problem-solving, Adaptability",1
Ishita,7,"Gap Analysis, Project Management, User Acceptance Testing (UAT), Use Case Analysis, Financial Modeling, Agile Methodology, Market Research, Stakeholder Management",MBA in Business Administration at IIT Bombay,2009,78.9,71.59,69.11,three School,these Higher Secondary School,2006,2008,"Coding Club, Student Government, Robotics Club","PwC, Infosys","Conflict Resolution, Problem-solving",0
Aditi,3,"Financial Modeling, Data Analysis, Use Case Analysis, Stakeholder Management, Gap Analysis, Tableau, Microsoft Excel, Project Management",BBA in Business Administration at Anna University,2013,63.16,92.22,68.69,family School,religious Higher Secondary School,2009,2011,"Volunteering, Community Service, Sports","TCS, Accenture, PwC","Adaptability, Empathy, Persuasion, Conflict Resolution",0
Mira,10,"SQL, Data Analysis, Requirements Gathering, Business Intelligence, Market Research, Use Case Analysis, Project Management, SWOT Analysis",MBA in Business Administration at IIM Bangalore,2003,76.65,88.57,88.37,management School,believe Higher Secondary School,1998,2000,"Literary Club, Coding Club, Student Government","Accenture, BCG, Google","Time Management, Persuasion",1
Yash,3,"Microsoft Excel, Use Case Analysis, Stakeholder Management, SWOT Analysis, Tableau, Requirements Gathering, Gap Analysis, Market Research",B.Com in Business Administration at IIM Ahmedabad,2010,75.78,84.12,90.36,officer School,must Higher Secondary School,2007,2009,"Drama Club, Music Club, Science Club, Chess Club, Art Club","Facebook, Infosys, Microsoft","Negotiation, Conflict Resolution, Time Management",0
Rahul,9,"Stakeholder Management, Gap Analysis, Power BI, Use Case Analysis, User Acceptance Testing (UAT), Agile Methodology, Financial Modeling, Market Research",MBA in Business Administration at IIT Madras,2003,83.36,90.6,89.24,difference School,leg Higher Secondary School,2000,2002,"Science Club, Music Club, Coding Club, Drama Club",Bain & Company,"Persuasion, Leadership, Conflict Resolution, Adaptability",1
Varun,8,"Gap Analysis, Market Research, Power BI, Financial Modeling, SQL, Agile Methodology, Requirements Gathering, Microsoft Excel",PGDM in Business Administration at IIT Kanpur,2019,62.33,67.16,84.69,girl School,task Higher Secondary School,2015,2017,"Drama Club, Volunteering",Deloitte,"Conflict Resolution, Decision Making",0
Aisha,10,"Power BI, Stakeholder Management, Data Analysis, Financial Modeling, Market Research, SQL, Process Improvement, User Acceptance Testing (UAT)",MBA in Business Administration at NIT Warangal,2001,93.46,65.84,65.66,month School,nature Higher Secondary School,1998,1999,,"Accenture, Infosys, BCG","Adaptability, Time Management, Empathy, Conflict Resolution, Teamwork",0
Diya,8,"Agile Methodology, Power BI, SWOT Analysis, Requirements Gathering, SQL, Gap Analysis, Microsoft Excel, User Acceptance Testing (UAT)",B.Com in Business Administration at IIT Kharagpur,2011,93.53,90.64,76.33,side School,bank Higher Secondary School,2008,2007,"Language Club, Literary Club","Microsoft, McKinsey & Company","Decision Making, Adaptability, Leadership",1
Varun,5,"SQL, Microsoft Excel, Data Visualization, Requirements Gathering, Market Research, Project Management, SWOT Analysis, Gap Analysis",BBA in Business Administration at IIT Delhi,2008,68.94,76.0,76.93,every School,why Higher Secondary School,2003,2006,"Debate Club, Robotics Club","Microsoft, PwC, IBM","Negotiation, Time Management",0
Arjun,4,"Use Case Analysis, Market Research, Project Management, Gap Analysis, User Acceptance Testing (UAT), SWOT Analysis, Stakeholder Management, Process Improvement",MBA in Business Administration at IIT Kharagpur,2007,74.26,92.17,92.73,pattern School,start Higher Secondary School,2005,2003,Science Club,"Ernst & Young, Microsoft","Decision Making, Conflict Resolution",0
Kiran,10,"Gap Analysis, Microsoft Excel, Use Case Analysis, Data Visualization, Process Improvement, User Acceptance Testing (UAT), Project Management, Stakeholder Management",BBA in Business Administration at IIM Ahmedabad,2005,75.7,60.5,89.98,interview School,over Higher Secondary School,2001,2001,"Language Club, Science Club","Google, Apple, Bain & Company","Conflict Resolution, Adaptability, Negotiation, Communication",0
Ishika,5,"Data Visualization, Tableau, Data Analysis, Microsoft Excel, Financial Modeling, Stakeholder Management, Gap Analysis, Power BI",B.Com in Business Administration at IIM Bangalore,2021,65.77,64.47,91.98,themselves School,agreement Higher Secondary School,2017,2017,"Coding Club, Volunteering, Community Service, Chess Club, Literary Club",Ernst & Young,"Teamwork, Leadership, Persuasion",0
Mira,14,"Data Visualization, Risk Analysis, SQL, Power BI, Process Improvement, Market Research, User Acceptance Testing (UAT), Stakeholder Management",BBA in Business Administration at Jawaharlal Nehru University,2001,89.6,68.9,71.21,finish School,send Higher Secondary School,1996,1999,"Drama Club, Music Club, Student Government, Chess Club","Deloitte, Amazon","Leadership, Problem-solving",0
Ravi,4,"Tableau, SQL, Use Case Analysis, Requirements Gathering, Power BI, Stakeholder Management, Risk Analysis, Business Intelligence",PGDM in Business Administration at Jawaharlal Nehru University,2020,86.64,85.24,92.14,get School,add Higher Secondary School,2017,2018,"Debate Club, Science Club, Music Club, Drama Club, Literary Club",Deloitte,"Creativity, Communication, Problem-solving, Persuasion, Decision Making",0
Kiran,0,"Requirements Gathering, User Acceptance Testing (UAT), Microsoft Excel, Data Analysis, Agile Methodology, Business Intelligence, Financial Modeling, Market Research",B.Com in Business Administration at BITS Pilani,2001,67.76,81.36,60.09,side School,you Higher Secondary School,1998,2000,"Student Government, Community Service, Language Club, Sports, Literary Club",Infosys,"Teamwork, Problem-solving, Leadership",0
Anaya,6,"Financial Modeling, Process Improvement, Microsoft Excel, Use Case Analysis, Gap Analysis, Project Management, Requirements Gathering, SQL",BBA in Business Administration at IIM Bangalore,2017,90.91,86.53,94.29,call School,language Higher Secondary School,2014,2016,"Coding Club, Student Government",Oracle,"Teamwork, Adaptability, Creativity, Empathy, Communication",1
Sanya,14,"Risk Analysis, Market Research, Tableau, Stakeholder Management, Business Intelligence, SWOT Analysis, Use Case Analysis, Agile Methodology",PGDM in Business Administration at IIM Ahmedabad,2021,65.61,82.31,64.44,community School,impact Higher Secondary School,2016,2017,"Literary Club, Coding Club, Art Club, Volunteering, Debate Club","Accenture, Ernst & Young, Amazon","Empathy, Decision Making, Persuasion, Communication, Active Listening",0
Aisha,13,"Market Research, Business Intelligence, Requirements Gathering, Data Visualization, Use Case Analysis, Tableau, Process Improvement, User Acceptance Testing (UAT)",B.Com in Business Administration at Delhi University,2006,87.35,71.84,69.6,try School,family Higher Secondary School,2004,2005,"Drama Club, Art Club, Debate Club, Chess Club, Sports","Microsoft, McKinsey & Company, Deloitte","Communication, Conflict Resolution, Creativity",0
Neha,4,"User Acceptance Testing (UAT), SWOT Analysis, Process Improvement, Power BI, Agile Methodology, Gap Analysis, Project Management, Financial Modeling",BBA in Business Administration at Anna University,2009,74.16,79.5,66.93,general School,successful Higher Secondary School,2004,2007,"Robotics Club, Sports","KPMG, Ernst & Young","Adaptability, Communication, Active Listening, Creativity",0
Aarav,8,"Market Research, Requirements Gathering, Gap Analysis, Process Improvement, Power BI, User Acceptance Testing (UAT), Use Case Analysis, Tableau",B.Com in Business Administration at NIT Warangal,2009,82.97,88.33,81.2,go School,figure Higher Secondary School,2007,2005,"Chess Club, Drama Club, Coding Club","Bain & Company, Ernst & Young, Apple","Creativity, Adaptability",1
Varun,3,"Business Intelligence, Project Management, User Acceptance Testing (UAT), Stakeholder Management, Data Analysis, Microsoft Excel, Gap Analysis, Financial Modeling",MBA in Business Administration at IIT Madras,2010,78.35,74.18,68.84,behind School,own Higher Secondary School,2006,2007,"Music Club, Art Club, Chess Club, Community Service","Ernst & Young, Infosys","Problem-solving, Time Management, Conflict Resolution",0
Pranav,9,"Market Research, Data Analysis, Stakeholder Management, Power BI, Process Improvement, SWOT Analysis, Data Visualization, Gap Analysis",MBA in Business Administration at NIT Trichy,2007,64.82,89.77,60.66,civil School,similar Higher Secondary School,2002,2004,"Community Service, Debate Club, Language Club, Music Club","TCS, Facebook","Empathy, Communication",0
Mira,0,"Use Case Analysis, Data Analysis, Business Intelligence, Process Improvement, Microsoft Excel, Agile Methodology, Power BI, Market Research",PGDM in Business Administration at IIT Bombay,2020,87.63,66.54,75.77,group School,nation Higher Secondary School,2018,2019,"Sports, Music Club, Drama Club","McKinsey & Company, Apple, Ernst & Young","Empathy, Problem-solving",0
Sanya,7,"Gap Analysis, Process Improvement, Stakeholder Management, Tableau, Requirements Gathering, Data Analysis, SWOT Analysis, Agile Methodology",PGDM in Business Administration at IIM Ahmedabad,2005,90.37,75.52,73.13,catch School,cell Higher Secondary School,2000,2003,"Student Government, Drama Club","Goldman Sachs, Bain & Company, Deloitte","Leadership, Empathy, Decision Making",1
Aarav,0,"Power BI, Tableau, User Acceptance Testing (UAT), Data Visualization, Data Analysis, Market Research, Business Intelligence, Process Improvement",BBA in Business Administration at IIT Kharagpur,2001,60.25,67.35,88.79,program School,science Higher Secondary School,1997,1999,,Accenture,"Active Listening, Leadership",0
